detection_id,sequence_id,class,order,family,genus,species,common_name,age,sex,group_number
cd01047,4417417,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01048,4417422,Mammalia, , , , ,Mammal, , ,1
cd01049,4417419,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01050,4417421,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01051,4417420,Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatum,North American Porcupine, , ,1
cd01052,4417423,Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatum,North American Porcupine, , ,1
cd01053,4417425,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd01054,4417426,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd01055,4417428,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01056,4417429,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01057,4417443,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01058,4417445,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01059,4417446,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01060,4417444,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01061,4417450,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01062,4417449,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01063,4417452,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01064,4417453,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01065,4417454,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01066,4417455,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01067,4417457,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01068,4417456,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01069,4417459,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01070,4417461,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01071,4417464,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,3
cd01072,4417462,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01073,4417463,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,3
cd01074,4417465,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,3
cd01075,4417466,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01076,4417467,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01077,4417471,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01078,4417470,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,2
cd01079,4417487,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd01080,4417469,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01081,4417472,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01082,4417474,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk, , ,1
cd01083,4417475,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01084,4417476,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01085,4417479,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01086,4417488,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01087,4417480,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01088,4417481,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01089,4417485,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01090,4418028,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01091,4418035,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01092,4418037,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01093,4418044,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01094,4418047,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01095,4418049,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01096,4418050,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01097,4418052,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01098,4418053,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01099,4418054,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01100,4418056,Aves,Piciformes,Picidae,Colaptes,auratus,Northern Flicker, , ,1
cd01101,4418055,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Wild Turkey, , ,7
cd01102,4418059,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Wild Turkey, , ,2
cd01103,4418058,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01104,4418060,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01105,4418066,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk, , ,1
cd01106,4418062,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01107,4418064,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,Striped Skunk, , ,1
cd01108,4418065,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01109,4418067,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd01110,4418080,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,3
cd01111,4418085,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01112,4418116,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01113,4418091,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01114,4418101,Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat, , ,1
cd01115,4418105,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01116,4418104,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog, , ,1
cd01117,4418107,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01118,4418112,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog, , ,1
cd01119,4418112,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01120,4418114,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01121,4418113,Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat, , ,1
cd01122,4418115,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01123,4418125,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01124,4418169,Aves, , , , ,Bird, , ,1
cd01125,4418167,Aves, , , , ,Bird, , ,1
cd01126,4418172,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01127,4418179,Mammalia,Rodentia,Sciuridae,Neotamias, ,Neotamias Species, , ,1
cd01128,4418176,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Wild Turkey, , ,7
cd01129,4418186,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01130,4418251,Mammalia,Rodentia, , , ,Rodent, , ,1
cd01131,4418192,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01132,4418197,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01133,4418205,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01134,4418202,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01135,4418213,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01136,4418230,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01137,4418235,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01138,4418238,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01139,4418240,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01140,4418245,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,adult,female,1
cd01141,4418248,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01142,4418260,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01143,4418250,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd01144,4418270,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,2
cd01145,4418272,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01146,4418295,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01147,4418276,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01148,4418278,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,adult,female,1
cd01149,4418281,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01150,4418282,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01151,4418285,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd01152,4418284,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01153,4418286,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01154,4418283,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01155,4418287,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01156,4418291,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01157,4418288,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01158,4418290,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01159,4418289,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,adult,female,1
cd01160,4418296,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01161,4418297,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd01162,4418314,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01163,4418313,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose, , ,1
cd01164,4418315,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose, , ,1
cd01165,4418316,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01166,4418319,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01167,4418320,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01168,4418322,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01169,4418321,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01170,4418323,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd01171,4418324,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd01172,4418326,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd01173,4418325,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01174,4418327,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01175,4418331,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01176,4418333,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01177,4418332,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01178,4418335,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01179,4418336,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01180,4418337,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01181,4418338,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01182,4418339,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01183,4418340,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01184,4418342,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01185,4418381,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01186,4418341,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk, , ,1
cd01187,4418343,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01188,4418344,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Wild Turkey, , ,1
cd01189,4418346,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01190,4418345,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01191,4418347,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01192,4418349,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01193,4418351,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01194,4418350,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01195,4418352,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01196,4418353,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01197,4418354,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01198,4418356,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01199,4418357,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01200,4418358,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01201,4418359,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01202,4418360,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01203,4418361,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01204,4418362,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01205,4418363,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01206,4418364,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01207,4418365,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01208,4418367,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose, , ,1
cd01209,4418366,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01210,4418370,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01211,4418369,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01212,4418371,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01213,4418372,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01214,4418373,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01215,4418374,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01216,4418375,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01217,4418379,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01218,4418378,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01219,4418377,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01220,4418382,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01221,4418383,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01222,4418384,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01223,4418387,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01224,4418385,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01225,4418386,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01226,4418389,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01227,4418390, , , , , ,Animal, , ,1
cd01228,4418388,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01229,4418393,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01230,4418391,Mammalia, , , , ,Mammal, , ,1
cd01231,4418392,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01232,4418394,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01233,4418395,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01234,4418403,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd01235,4418404,Mammalia,Carnivora,Ursidae,Ursus,americanus,American Black Bear, , ,1
cd01236,4418406,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01237,4418405,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,adult,female,1
cd01238,4418408,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01239,4418412,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01240,4418413,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01241,4418415,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01242,4418419,Mammalia,Lagomorpha,Leporidae,Lepus,americanus,Snowshoe Hare, , ,1
cd01243,4418420,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01244,4418446,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01245,4418418,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,adult,female,1
cd01246,4418423,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01247,4418428,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose, , ,1
cd01248,4418429,Mammalia,Lagomorpha,Leporidae,Lepus,americanus,Snowshoe Hare, , ,1
cd01249,4418426,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01250,4418447,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01251,4418427,Mammalia,Lagomorpha,Leporidae,Lepus,americanus,Snowshoe Hare, , ,1
cd01252,4418432,Mammalia, , , , ,Mammal, , ,1
cd01253,4418431,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01254,4418430,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd01255,4418435,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01256,4418434,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,adult,female,1
cd01257,4418436,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01258,4418437,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01259,4418441,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01260,4418442,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01261,4418440,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd01262,4418480,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,2
cd01263,4418491,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01264,4418496,Mammalia,Rodentia,Sciuridae,Neotamias, ,Neotamias Species, , ,1
cd01265,4418495,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01266,4418507, , , , , ,Animal, , ,1
cd01267,4418513, , , , , ,Animal, , ,1
cd01268,4418512, , , , , ,Animal, , ,1
cd01269,4418518,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
cd01270,4418519,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
cd01271,4418760,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
cd01272,4418515,Mammalia,Cetartiodactyla,Cervidae,Odocoileus, ,Odocoileus Species, , ,1
cd01273,4418517,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01274,4418529,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
cd01275,4418534,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01276,4418535, , , , , ,Unknown, , ,1
cd01277,4418536, , , , , ,Animal, , ,1
cd01278,4418541,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,2
cd01279,4418548,Aves,Passeriformes,Turdidae,Catharus, ,Catharus Species, , ,1
cd01280,4418556,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01281,4418558, , , , , ,Animal, , ,1
cd01282,4418560,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
cd01283,4418566, , , , , ,Animal, , ,1
cd01284,4418563, , , , , ,Animal, , ,1
cd01285,4418579,Mammalia,Carnivora,Ursidae,Ursus,americanus,American Black Bear, , ,1
cd01286,4418584,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01287,4418586,Mammalia,Rodentia,Sciuridae,Neotamias, ,Neotamias Species, , ,1
cd01288,4418585, , , , , ,Animal, , ,1
cd01289,4418587,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01290,4418588, , , , , ,Animal, , ,1
cd01291,4418589, , , , , ,Animal, , ,1
cd01292,4418592,Mammalia,Rodentia,Sciuridae,Neotamias, ,Neotamias Species, , ,1
cd01293,4418595,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
cd01294,4418597, , , , , ,Animal, , ,1
cd01295,4418598,Mammalia,Rodentia,Sciuridae,Neotamias, ,Neotamias Species, , ,1
cd01296,4418604,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01297,4418603, , , , , ,Animal, , ,1
cd01298,4418605,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
cd01299,4418606,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel, , ,1
cd01300,4418608,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
cd01301,4418609,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
cd01302,4418612, , , , , ,Animal, , ,1
cd01303,4418614,Aves,Passeriformes,Turdidae, , ,Turdidae Family, , ,1
cd01304,4418615,Mammalia,Rodentia,Sciuridae,Neotamias, ,Neotamias Species, , ,1
cd01305,4418616,Aves,Passeriformes,Passeridae, , ,Passeridae Family, , ,1
cd01306,4418623, , , , , ,Animal, , ,1
cd01307,4418627,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01308,4418629,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer, , ,1
cd01309,4418639,Mammalia,Rodentia,Sciuridae,Neotamias, ,Neotamias Species, , ,1
cd01310,4418638, , , , , ,Animal, , ,1
cd01311,4418640, , , , , ,Animal, , ,1
cd01312,4418641, , , , , ,Animal, , ,1
cd01313,4418643, , , , , ,Unknown, , ,1
cd01314,4418642,Aves,Piciformes,Picidae,Colaptes,auratus,Northern Flicker, , ,1
cd01315,4418645,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
cd01316,4418647, , , , , ,Animal, , ,1
cd01317,4418657,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family, , ,1
